# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   82       2.915598919367e-10       6.723712725986e-14      -1.592063389229e-12       0.000000000000e+00       1.691332657098e-11       2.119005727533e-12      -8.270725169718e-15 
   83       2.951997389146e-10       6.927976079002e-14      -1.669548334461e-12       0.000000000000e+00       1.641260714706e-11       2.066842121069e-12      -8.184139847688e-15 
   84       2.988709876105e-10       7.133422710171e-14      -1.748162826388e-12       0.000000000000e+00       1.592950800380e-11       2.016376504949e-12      -8.109510014629e-15 
   85       3.025740006755e-10       7.339886942216e-14      -1.827856964336e-12       0.000000000000e+00       1.546372171439e-11       1.967579979902e-12      -8.045789508002e-15 
   86       3.063092544202e-10       7.547204900090e-14      -1.908579952224e-12       0.000000000000e+00       1.501522204589e-11       1.920454095808e-12      -7.991530593292e-15 
   87       3.100769919396e-10       7.755208260757e-14      -1.990279311451e-12       0.000000000000e+00       1.458378089069e-11       1.874979570504e-12      -7.945066199532e-15 
   88       3.138772111761e-10       7.963724257624e-14      -2.072900890430e-12       0.000000000000e+00       1.416895989750e-11       1.831115415166e-12      -7.904502602040e-15 
   89       3.177096529829e-10       8.172575684969e-14      -2.156388874128e-12       0.000000000000e+00       1.377010210209e-11       1.788798059684e-12      -7.867712105150e-15 
   90       3.215737891864e-10       8.381580902369e-14      -2.240685793603e-12       0.000000000000e+00       1.338632355826e-11       1.747940478044e-12      -7.832325724946e-15 
   91       3.254688106494e-10       8.590553839130e-14      -2.325732535538e-12       0.000000000000e+00       1.301650496863e-11       1.708431313704e-12      -7.795725871996e-15 
   92       3.293936153339e-10       8.799303998717e-14      -2.411468351783e-12       0.000000000000e+00       1.265928331554e-11       1.670134004975e-12      -7.755039034085e-15 
   93       3.333471526488e-10       9.007639334052e-14      -2.497831431116e-12       0.000000000000e+00       1.231337530103e-11       1.632920775621e-12      -7.707783573782e-15 
   94       3.373295416649e-10       9.215375358466e-14      -2.584760692202e-12       0.000000000000e+00       1.197862149046e-11       1.596782354214e-12      -7.653940463594e-15 
   95       3.413410997915e-10       9.422327419599e-14      -2.672194279185e-12       0.000000000000e+00       1.165508446519e-11       1.561733216272e-12      -7.594181909779e-15 
   96       3.453819945246e-10       9.628307993878e-14      -2.760069040508e-12       0.000000000000e+00       1.134272724264e-11       1.527777798661e-12      -7.529245640241e-15 
   97       3.494522364008e-10       9.833126730351e-14      -2.848320546171e-12       0.000000000000e+00       1.104140946181e-11       1.494910103557e-12      -7.459936579927e-15 
   98       3.535516719505e-10       1.003659049452e-13      -2.936883104982e-12       0.000000000000e+00       1.075088356889e-11       1.463113302418e-12      -7.387128526208e-15 
   99       3.576799766516e-10       1.023850341220e-13      -3.025689781814e-12       0.000000000000e+00       1.047079100275e-11       1.432359339950e-12      -7.311765824266e-15 
  100       3.618366478830e-10       1.043866691332e-13      -3.114672414861e-12       0.000000000000e+00       1.020065838056e-11       1.402608538078e-12      -7.234865042488e-15 
  101       3.660209978785e-10       1.063687977578e-13      -3.203761632888e-12       0.000000000000e+00       9.939893683297e-12       1.373809199908e-12      -7.157516647845e-15 
  102       3.702321466797e-10       1.083293816931e-13      -3.292886872492e-12       0.000000000000e+00       9.687782441301e-12       1.345897213701e-12      -7.080886681284e-15 
  103       3.744690150903e-10       1.102663569926e-13      -3.381976395351e-12       0.000000000000e+00       9.443483919856e-12       1.318795656838e-12      -7.006218433118e-15 
  104       3.787305508306e-10       1.121776860131e-13      -3.470957965379e-12       0.000000000000e+00       9.206221725836e-12       1.292432771223e-12      -6.934574730507e-15 
  105       3.830164569728e-10       1.140615203024e-13      -3.559760947193e-12       0.000000000000e+00       8.975893167555e-12       1.266799507932e-12      -6.866021543331e-15 
  106       3.873265492281e-10       1.159160606347e-13      -3.648314524603e-12       0.000000000000e+00       8.752535482539e-12       1.241899053875e-12      -6.800336705375e-15 
  107       3.916605271030e-10       1.177395084599e-13      -3.736547090243e-12       0.000000000000e+00       8.536137109376e-12       1.217728962720e-12      -6.737258293263e-15 
  108       3.960179694155e-10       1.195300669077e-13      -3.824386270075e-12       0.000000000000e+00       8.326636009762e-12       1.194280960736e-12      -6.676483451425e-15 
  109       4.003983298111e-10       1.212859417920e-13      -3.911758947895e-12       0.000000000000e+00       8.123917990550e-12       1.171540752653e-12      -6.617667217073e-15 
  110       4.048009322792e-10       1.230053426153e-13      -3.998591289844e-12       0.000000000000e+00       7.927815025803e-12       1.149487827508e-12      -6.560421345169e-15 
  111       4.092249666692e-10       1.246864835733e-13      -4.084808768906e-12       0.000000000000e+00       7.738103578840e-12       1.128095264501e-12      -6.504313133396e-15 
  112       4.136694842070e-10       1.263275845589e-13      -4.170336189422e-12       0.000000000000e+00       7.554502924288e-12       1.107329538843e-12      -6.448864247129e-15 
  113       4.181333930108e-10       1.279268721670e-13      -4.255097711593e-12       0.000000000000e+00       7.376673470129e-12       1.087150327611e-12      -6.393549544408e-15 
  114       4.226154536077e-10       1.294825806987e-13      -4.339016875986e-12       0.000000000000e+00       7.204215079754e-12       1.067510315599e-12      -6.337795900906e-15 
  115       4.271142744496e-10       1.309929531657e-13      -4.422016628041e-12       0.000000000000e+00       7.036665394005e-12       1.048355001167e-12      -6.280981034900e-15 
  116       4.316285114847e-10       1.324562899985e-13      -4.504020264697e-12       0.000000000000e+00       6.873601217518e-12       1.029634759476e-12      -6.222563542562e-15 
  117       4.361575039842e-10       1.338710997416e-13      -4.584954352441e-12       0.000000000000e+00       6.714960249391e-12       1.011343111135e-12      -6.162493451851e-15 
  118       4.407007079599e-10       1.352359686514e-13      -4.664746211707e-12       0.000000000000e+00       6.560755500034e-12       9.934827633749e-13      -6.100849610048e-15 
  119       4.452574963758e-10       1.365495160426e-13      -4.743323058810e-12       0.000000000000e+00       6.410974968574e-12       9.760536841459e-13      -6.037712925023e-15 
  120       4.498271564687e-10       1.378103957139e-13      -4.820612038602e-12       0.000000000000e+00       6.265580876170e-12       9.590530163485e-13      -5.973166350335e-15 
  121       4.544088870686e-10       1.390172973750e-13      -4.896540257135e-12       0.000000000000e+00       6.124508899336e-12       9.424749920604e-13      -5.907294870327e-15 
  122       4.590017959190e-10       1.401689480720e-13      -4.971034814315e-12       0.000000000000e+00       5.987667403249e-12       9.263108467652e-13      -5.840185485227e-15 
  123       4.636048969973e-10       1.412641136140e-13      -5.044022836569e-12       0.000000000000e+00       5.854936675071e-12       9.105487335808e-13      -5.771927196239e-15 
  124       4.682171078352e-10       1.423015999991e-13      -5.115431509498e-12       0.000000000000e+00       5.726168157265e-12       8.951736374875e-13      -5.702610990648e-15 
  125       4.728372468396e-10       1.432802548409e-13      -5.185188110538e-12       0.000000000000e+00       5.601183680909e-12       8.801672895562e-13      -5.632329826913e-15 
  126       4.774640306122e-10       1.441989687941e-13      -5.253220041623e-12       0.000000000000e+00       5.479774699012e-12       8.655080811774e-13      -5.561178619764e-15 
  127       4.820960712706e-10       1.450566769812e-13      -5.319454861839e-12       0.000000000000e+00       5.361701519836e-12       8.511709782886e-13      -5.489254225302e-15 
  128       4.867318737685e-10       1.458523604186e-13      -5.383820320088e-12       0.000000000000e+00       5.246692540204e-12       8.371274356033e-13      -5.416655426098e-15 
  129       4.913699849127e-10       1.465850877561e-13      -5.446245094576e-12       0.000000000000e+00       5.134502624869e-12       8.233521946852e-13      -5.343485844500e-15 
  130       4.960094645896e-10       1.472541426447e-13      -5.506661033627e-12       0.000000000000e+00       5.025097113906e-12       8.098447035258e-13      -5.269863075578e-15 
  131       5.006494614095e-10       1.478589131017e-13      -5.565001223553e-12       0.000000000000e+00       4.918486646247e-12       7.966098955684e-13      -5.195910532579e-15 
  132       5.052890640658e-10       1.483988541469e-13      -5.621199341207e-12       0.000000000000e+00       4.814669483004e-12       7.836514803383e-13      -5.121754614511e-15 
  133       5.099272997403e-10       1.488734895179e-13      -5.675189691697e-12       0.000000000000e+00       4.713631164014e-12       7.709719069288e-13      -5.047524712193e-15 
  134       5.145631325095e-10       1.492824133843e-13      -5.726907246106e-12       0.000000000000e+00       4.615344164381e-12       7.585723274884e-13      -4.973353214307e-15 
  135       5.191954617505e-10       1.496252920624e-13      -5.776287679207e-12       0.000000000000e+00       4.519767551021e-12       7.464525607073e-13      -4.899375513449e-15 
  136       5.238231205467e-10       1.499018657300e-13      -5.823267407183e-12       0.000000000000e+00       4.426846639208e-12       7.346110553036e-13      -4.825730012177e-15 
  137       5.284448740939e-10       1.501119501409e-13      -5.867783625341e-12       0.000000000000e+00       4.336512649111e-12       7.230448535106e-13      -4.752558129066e-15 
  138       5.330594181059e-10       1.502554383397e-13      -5.909774345833e-12       0.000000000000e+00       4.248682362349e-12       7.117495545625e-13      -4.680004304755e-15 
  139       5.376653772210e-10       1.503323023763e-13      -5.949178435370e-12       0.000000000000e+00       4.163257778523e-12       7.007192781820e-13      -4.608216008000e-15 
  140       5.422613034073e-10       1.503425950206e-13      -5.985935652942e-12       0.000000000000e+00       4.080125771768e-12       6.899466280661e-13      -4.537343741722e-15 
  141       5.468456743688e-10       1.502864514772e-13      -6.019986687531e-12       0.000000000000e+00       3.999157747295e-12       6.794226553733e-13      -4.467541049064e-15 
  142       5.514168919518e-10       1.501640911001e-13      -6.051273195834e-12       0.000000000000e+00       3.920209297932e-12       6.691368222097e-13      -4.398964519432e-15 
  143       5.559732805497e-10       1.499758191070e-13      -6.079737839977e-12       0.000000000000e+00       3.843119860672e-12       6.590769651158e-13      -4.331773794556e-15 
  144       5.605132234280e-10       1.497220400263e-13      -6.105324851666e-12       0.000000000000e+00       3.767746385685e-12       6.492318018636e-13      -4.266093816489e-15 
  145       5.650355902064e-10       1.494032959099e-13      -6.127981707699e-12       0.000000000000e+00       3.694068809442e-12       6.395988074628e-13      -4.201897364195e-15 
  146       5.695393486866e-10       1.490202351645e-13      -6.147657692106e-12       0.000000000000e+00       3.622094375339e-12       6.301770488281e-13      -4.139110894235e-15 
  147       5.740234299234e-10       1.485736029243e-13      -6.164303424930e-12       0.000000000000e+00       3.551824408269e-12       6.209646894880e-13      -4.077651049878e-15 
  148       5.784867274243e-10       1.480642428332e-13      -6.177870902966e-12       0.000000000000e+00       3.483254166631e-12       6.119589676889e-13      -4.017424450150e-15 
  149       5.829280963474e-10       1.474930988265e-13      -6.188313540511e-12       0.000000000000e+00       3.416372694355e-12       6.031561744983e-13      -3.958327478886e-15 
  150       5.873463527000e-10       1.468612169136e-13      -6.195586210099e-12       0.000000000000e+00       3.351162672918e-12       5.945516319076e-13      -3.900246073778e-15 
  151       5.917402725372e-10       1.461697469596e-13      -6.199645283249e-12       0.000000000000e+00       3.287600273360e-12       5.861396709363e-13      -3.843055515431e-15 
  152       5.961085911607e-10       1.454199444674e-13      -6.200448671206e-12       0.000000000000e+00       3.225655008304e-12       5.779136097346e-13      -3.786620216406e-15 
  153       6.004500023169e-10       1.446131723602e-13      -6.197955865683e-12       0.000000000000e+00       3.165289583970e-12       5.698657316870e-13      -3.730793510277e-15 
  154       6.047631573958e-10       1.437509027628e-13      -6.192127979604e-12       0.000000000000e+00       3.106459752200e-12       5.619872635156e-13      -3.675417440676e-15 
  155       6.090466646293e-10       1.428347187846e-13      -6.182927787849e-12       0.000000000000e+00       3.049114162469e-12       5.542683533837e-13      -3.620322550350e-15 
  156       6.132990882898e-10       1.418663163008e-13      -6.170319767994e-12       0.000000000000e+00       2.993194213907e-12       5.466980489985e-13      -3.565327670204e-15 
  157       6.175189478889e-10       1.408475057352e-13      -6.154270141056e-12       0.000000000000e+00       2.938633907313e-12       5.392642757152e-13      -3.510239708358e-15 
  158       6.217047173757e-10       1.397802138417e-13      -6.134746912232e-12       0.000000000000e+00       2.885359697179e-12       5.319538146396e-13      -3.454853439193e-15 
  159       6.258548243354e-10       1.386664854868e-13      -6.111719911646e-12       0.000000000000e+00       2.833290343700e-12       5.247522807321e-13      -3.398951292404e-15 
  160       6.299676491882e-10       1.375084854315e-13      -6.085160835091e-12       0.000000000000e+00       2.782336764800e-12       5.176441009104e-13      -3.342303142049e-15 
  161       6.340416365006e-10       1.363084501863e-13      -6.055043135105e-12       0.000000000000e+00       2.732420289481e-12       5.106159800779e-13      -3.284719878168e-15 
  162       6.380756416670e-10       1.350685350516e-13      -6.021341597850e-12       0.000000000000e+00       2.683529542558e-12       5.036676896259e-13      -3.226219888382e-15 
  163       6.420686134974e-10       1.337909568935e-13      -5.984032806505e-12       0.000000000000e+00       2.635668330996e-12       4.968021955807e-13      -3.166876964085e-15 
  164       6.460194845780e-10       1.324780443945e-13      -5.943095327308e-12       0.000000000000e+00       2.588837632198e-12       4.900222506844e-13      -3.106767878216e-15 
  165       6.499271709854e-10       1.311322396055e-13      -5.898509749602e-12       0.000000000000e+00       2.543035530682e-12       4.833303885453e-13      -3.045972421758e-15 
  166       6.537905720011e-10       1.297560994983e-13      -5.850258725895e-12       0.000000000000e+00       2.498257154766e-12       4.767289177887e-13      -2.984573440233e-15 
